en_text,fr_text
"OK, we'll talk just a little bit about commercial development for human space flight. This little thing says here: five times what NASA's doing by 2020. I want to tell you, already there's about 1.5 billion to 1.7 billion investment in private space flight that is not government at all -- already, worldwide. If you read -- if you Google it, you'll find about half of that money, but there's twice of that being committed out there -- not spent yet, but being committed and planned for the next few years. Hey, that's pretty big. I'm predicting, though, as profitable as this industry is going to be -- and it certainly is profitable when you fly people at 200,000 dollars on something that you can actually operate at a tenth of that cost, or less -- this is going to be very profitable. I predict, also, that the investment that will flow into this will be somewhere around half of what the U.S. taxpayer spends for NASA's manned spacecraft work. And every dollar that flows into that will be spent more efficiently by a factor of 10 to 15. And what that means is before we know it, the progress in human space flight, with no taxpayer dollars, will be at a level of about five times as much as the current NASA budgets for human space flight. And that is because it's us. It's private industry. You should never depend on the government to do this sort of stuff -- and we've done it for a long time. The NACA, before NASA, never developed an airliner and never ran an airline. But NASA is developing the space liner, always has, and runs the only space line, OK. And we've shied away from it because we're afraid of it. But starting back in June of 2004, when I showed that a little group out there actually can do it, can get a start with it, everything changed after that time.","Bon, on va parler un petit peu des développements commerciaux pour les vols habités. Cette petite chose dit qu'ils représenteront cinq fois ce que la NASA fera en 2020. Je voudrais déjà vous dire qu'il y a entre 1,5 milliard et 1,7 milliard de dollars d'investissement dans les vols spatiaux privés qui ne viennent pas du tout gouvernement ; déjà et dans le monde entier. Si vous lisez ou utilisez Google, vous pouvez trouver environ la moitié de cette somme, mais le double a été engagé, pas encore dépensé mais déjà engagé et prévu pour les prochaines années. Et c'est plutôt beaucoup. Cependant, je prédis que cette industrie va être très rentable, elle va sûrement l'être quand on fait voler des gens pour 200 000 dollars avec quelque chose qui vous coûte un dixième du prix à mettre en oeuvre, ou moins, ça va être très rentable. Je prédis aussi que les investissements qui vont être injectés seront aux alentours de la moitié de ce que les contribuables américains dépensent pour le programme de vol habité de la NASA. Et chaque dollar injecté dedans sera utilisé plus efficacement d'un facteur de 10 ou 15. Et ça veut dire que, avant qu'on s'en rende compte, le progrès dans les vols spatiaux habités, sans argent du contribuable, sera à un niveau 5 fois plus important que le budget actuel de la NASA pour les vols spatiaux habités. Et cela, parce que c'est nous. C'est le privé. On ne devrait jamais dépendre du gouvernement pour ce genre de choses. On l'a fait pendant une longue période. La NACA, avant la NASA, n'a jamais développé un avion de ligne ou opéré une compagnie aérienne. Mais la NASA a développé une compagnie de transport spatial, l'a toujours fait, et opère la seule compagnie de transport spatial. Et nous nous en sommes tenus à l'écart parce qu'on en avait peur. Mais en juin 2004, quand j'ai montré ce qu'un petit groupe isolé pouvait vraiment faire, pouvait démarrer quelque chose, tout a changé après ça."
"OK, thank you very much.","Bon, merci beaucoup."
(Applause),(Applaudissements)
"I'm going to discuss with you three of my inventions that can have an effect on 10 to a 100 million people, which we will hope to see happen. We discussed, in the prior film, some of the old things that we did, like stents and insulin pumps for the diabetic. And I'd like to talk very briefly about three new inventions that will change the lives of many people.","Je vais vous présenter trois de mes inventions qui peuvent concerner de dix à cent millions de personnes, et que nous espérons se voir réaliser. Dans le film précédent, nous avons vu des réalisations plus anciennes comme les stents et les pompes à insuline pour les diabétiques. Je voudrais parler rapidement de trois nouvelles inventions qui vont changer la vie de beaucoup de personnes."
"At the present time, it takes an average of three hours after the first symptoms of a heart attack are recognized by the patient, before that patient arrives at an emergency room. And people with silent ischemia -- which, translated into English, means they don't have any symptoms -- it takes even longer for them to get to the hospital. The AMI, Acute Myocardial Infarction, which is a doctor's big word so they can charge you more money -- (Laughter) -- means a heart attack. Annual incidence: 1.2 million Americans. Mortality: 300,000 people dying each year. About half of them, 600,000, have permanent damage to their heart that will cause them to have very bad problems later on. Thus 900,000 people either have died or have significant damage to their heart muscle. Symptoms are often denied by the patient, particularly us men, because we are very brave. We are very brave, and we don't want to admit that I'm having a hell of a chest pain. Then, approximately 25 percent of all patients never have any symptoms. What are we going to do about them? How can we save their lives? It's particularly true of diabetics and elderly women.","A l'heure actuelle, il se passe en moyenne trois heures entre le moment où le patient a les premiers symptômes d'une crise cardiaque, et celui où il arrive aux urgences. Et pour les gens avec une ischémie silencieuse -- ce qui, en langage courant, veut dire qu'ils n'ont aucun symptôme -- il se passe encore plus de temps avant qu'ils n'arrivent à l'hôpital. L'infarctus aigu du myocarde, expression savante des médecins leur permettant de vous faire payer plus cher -- (Rires) -- désigne la crise cardiaque. Elle touche annuellement 1,2 millions d'Américains. Mortalité : 300.000 personnes par an. La moitié d'entre eux, 600.000, a des dégâts permanents au cœur qui provoqueront ultérieurement des problèmes graves. Donc, 900.000 sont, soit décédées, soit elles ont des dégâts importants au cœur. Les symptômes sont souvent niés par le patient, surtout nous les hommes car nous sommes très courageux. Nous sommes très courageux. et nous ne voulons pas admettre qu'on a un mal de chien à la poitrine. Donc, à peu près 25 pourcents des patients n'ont jamais de symptômes. Qu'est-ce qu'on va faire pour eux ? Comment peut-on sauver leur vie ? C'est particulièrement vrai pour les diabétiques et les femmes plus âgées."
"Well, what is needed for the earliest possible warning of a heart attack? A means to determine if there's a complete blockage of a coronary artery. That, ladies and gentlemen, is a heart attack. The means consist of noting something a little technical, ST segment elevation of the electrogram -- translated into English, that means that if there's an electrical signal in the heart, and one part of the ECG -- which we call the ST segment -- elevates, that is a sure sign of a heart attack. And if we had a computer put into the body of a person who's at risk, we could know, before they even have symptoms, that they're having a heart attack, to save their life. Well, the doctor can program a level of this ST elevation voltage that will trigger an emergency alarm, vibration like your cell phone, but right by your clavicle bone. And when it goes beep, beep, beep, you better do something about it, because if you want to live you have to get to some medical treatment.","Que faut-il pour être prévenu le plus tôt possible d'une crise cardiaque ? Un moyen de déterminer s'il y a un blocage complet de l'artère coronaire ? Ceci, mesdames et messieurs, est une crise cardiaque. Le moyen consiste à remarquer quelque chose d'un peu technique, L'élevation du segment ST de l'électrocardiogramme. En langage courant, cela signifie que s'il y a un signal électrique dans le cœur et qu'une partie de l'ECG -- qu'on appelle le segment ST -- s'élève, c'est un signe sûr de crise cardiaque. Et si l'on avait un ordinateur à l'intérieur d'une personne à risque, on pourrait savoir, avant même l'apparition des symptômes, qu'ils sont en train d'avoir une crise cardiaque et ainsi sauver leur vie. Le médecin peut programmer un niveau d'augmentation de la tension ST qui va activer une alarme, une vibration comme votre téléphone portable mais tout près de votre clavicule. Et quand elle se met à sonner, vous avez intérêt à faire quelque chose, car si vous voulez vivre, vous avez besoin de soins médicaux."
"So we have to try these devices out because the FDA won't just let us use them on people unless we try it out first, and the best model for this happens to be pigs. And what we tried with the pig was external electrodes on the skin, like you see in an emergency room, and I'm going to show you why they don't work very well. And then we put a lead, which is a wire, in the right ventricle inside the heart, which does the electrogram, which is the signal voltage from inside the heart. Well, with the pig, at the baseline, before we blocked the pig's artery to simulate a heart attack, that was the signal. After 43 seconds, even an expert couldn't tell the difference, and after three minutes -- well, if you really studied it, you'd see a difference. But what happened when we looked inside the pig's heart, to the electrogram?","Nous devons tester ces équipements parce que l'Administration ne nous laissera pas les utiliser tels quels sur des gens sans que nous ne les testions, et le meilleur système pour les tester, ce sont les cochons. Avec le cochon, nous avons essayé des électrodes externes sur la peau, comme on voit dans une salle d'urgences, et je vais vous montrer pourquoi cela ne marche pas très bien. On place un fil, un conducteur, dans le ventricule droit à l'intérieur du cœur, qui fournit l'électrocardiogramme, qui est le signal électrique venant du cœur. Avec le cochon, au départ, voici le signal avant que l'on ne bloque l'artère pour simuler une crise cardiaque. Après 43 secondes, même un expert ne voit aucune différence, et après trois minutes, si vous l'avez vraiment étudié, vous devriez voir une différence. Mais qu'est-il arrivé à l'électrocardiogramme quand on examine le cœur du cochon ?"
"There was the baseline -- first of all, a much bigger and more reliable signal. Second of all, I'll bet even you people who are untrained can see the difference, and we see here an ST segment elevation right after this sharp line. Look at the difference there. It doesn't take much -- every layperson could see that difference, and computers can be programmed to easily detect it. Then, look at that after three minutes. We see that the signal that's actually in the heart, we can use it to tell people that they're having a heart attack even before they have symptoms so we can save their life.","Il y a la ligne de départ -- en premier lieu, un signal bien plus fort et plus fiable. Ensuite, je parie que même vous qui n'êtes pas formés, pouvez voir la différence, et l'on voit ici une élévation du segment ST directement après cette ligne raide Voyez la différence là -- ce n'est pas difficile, même un non-initié peut voir la différence, et les ordinateurs peuvent être programmés pour le détecter facilement. Maintenant, regardez ceci après trois minutes. Nous voyons que le signal qui est en fait dans le cœur, nous pouvons l'exploiter pour dire aux gens qu'ils vont avoir une crise cardiaque même avant les symptômes et ainsi sauver leur vie."
"Then we tried it with my son, Dr. Tim Fischell, we tried it on some human patients who had to have a stent put in. Well, he kept the balloon filled to block the artery, to simulate a blockage, which is what a heart attack is. And it's not hard to see that -- the baseline is the first picture on the upper left. Next to it, at 30 seconds, you see this rise here, then this rise -- that's the ST elevation. And if we had a computer that could detect it, we could tell you you're having a heart attack so early it could save your life and prevent congestive heart failure. And then he did it again. We filled the balloon again a few minutes later and here you see, even after 10 seconds, a great rise in this piece, which we can have computers inside, under your chest like a pacemaker, with a wire into your heart like a pacemaker. And computers don't go to sleep. We have a little battery and on this little battery that computer will run for five years without needing replacement.","Alors, on l'a essayé avec mon fils, le docteur Tim Fischell, on a essayé avec des patients à qui on devait poser un stent. Il a gardé le ballon gonflé pour bloquer l'artère, pour simuler un blocage qui est, en fait, une crise cardiaque. Et il n'est pas difficile de voir que la ligne de départ est la première figure en haut à gauche. A côté, après 30 secondes, vous voyez cette élévation ici, et puis cette élévation-ci -- c'est l'élévation ST. Et si nous avions un ordinateur qui pouvait le détecter, nous pourrions vous dire que vous êtes déjà en train d'avoir une crise cardiaque cela pourrait sauver votre vie et prévenir une insuffisance cardiaque. Et il l'a refait. Nous avons rempli le ballon quelques minutes plus tard et vous voyez ici, même après 10 secondes, une grande élévation dans cette partie, et si l'on avait un ordinateur dans votre poitrine comme un pacemaker, avec un fil dans votre coeur comme un pacemaker. Et les ordinateurs ne dorment pas. Nous avons une petite batterie et avec cette petite batterie cet ordinateur va fonctionner cinq années sans besoin de remplacement."
"What does the system look like? Well, on the left is the IMD, which is Implantable Medical Device, and tonight in the tent you can see it -- they've exhibited it. It's about this big, the size of a pacemaker. It's implanted with very conventional techniques. And the EXD is an External Device that you can have on your night table. It'll wake you up and tell you to get your tail to the emergency room when the thing goes off because, if you don't, you're in deep doo-doo. And then, finally, a programmer that will set the level of the stimulation, which is the level which says you are having a heart attack.","A quoi ressemble le système ? Bien, à gauche il y a l'équipement médical implantable IMD, et ce soir, dans la tente, vous pouvez le voir -- ils l'ont exposé. C'est à peu près grand comme ceci, la dimension d'un pacemaker. C'est implanté avec des techniques conventionnelles. Et le dispositif extérieur EXD peut se poser sur votre table de nuit. Il vous réveillera et vous dira d'aller faire la queue aux urgences quand cela se déclenche, et si vous ne le faites pas, vous êtes dans la merde. Et finalement, un programmateur va définir le niveau de stimulation, qui est le niveau qui indiquera que vous avez une crise cardiaque."
"The FDA says, OK, test this final device after it's built in some animal, which we said is a pig, so we had to get this pig to have a heart attack. And when you go to the farmyard, you can't easily get pigs to have heart attacks, so we said, well, we're experts in stents. Tonight you'll see some of our invented stents. We said, so we'll put in a stent, but we're not going to put in a stent that we'd put in people. We're putting in a copper stent, and this copper stent erodes the artery and causes heart attacks. That's not very nice, but, after all, we had to find out what the answer is. So we took two copper stents and we put it in the artery of this pig, and let me show you the result that's very gratifying as far as people who have heart disease are concerned.","L'Administration dit, OK, testez ce dispositif implanté dans un animal, et nous avons choisi le cochon, donc, il fallait que le cochon ait une crise cardiaque. Et quand vous allez à la ferme, il est difficile de provoquer une crisa cardiaque chez un cochon, mais nous sommes des experts en stents. Ce soir, vous allez voir quelques uns des stents que nous avons conçus. Nous avons décidé de mettre un stent, mais nous n'allons pas mettre un stent destiné aux êtres humains. Nous allons mettre un stent en cuivre, et ce stent en cuivre va éroder l'artère et provoquer une crise cardiaque. Ce n'est pas très sympa mais, après tout, on devait trouver une solution. Donc, on a mis deux stents en cuivre dans l'artère de ce cochon, et laissez-moi vous montrer le résultat qui est très satisfaisant particulièrement pour les personnes qui ont des maladies vasculaires."
"So there it was, Thursday morning we stopped the pig's medication and there is his electrogram, the signal from inside the pig's heart coming out by radio telemetry. Then, on Friday at 6:43, he began to get certain signs, which later we had the pig run around -- I'm not going to go into this early stage. But look what happened at 10:06 after we removed this pig's medication that kept him from having a heart attack. Any one of you now is an expert on ST elevation. Can you see it there? Can you see it in the picture after the big rise of the QRS -- you see ST elevation? This pig at 10:06 was having a heart attack. What happens after you have the heart attack, this blockage? Your rhythm becomes irregular, and that's what happened 45 minutes later. Then, ventricular fibrillation, the heart quivers instead of beats -- this is just before death of the pig -- and then the pig died; it went flat-line. But we had a little bit over an hour where we could've saved this pig's life. Well, because of the FDA, we didn't save the pig's life, because we need to do this type of animal research for humans. But when it comes to the sake of a human, we can save their life. We can save the lives of people who are at high risk for a heart attack.","Et voilà, jeudi matin, on a arrêté de soigner le cochon et voici l'électrocardiogramme, le signal en provenance du cœur du cochon émis par radio télémétrie. Puis vendredi à 06h43, il commença à montrer des signes, puis on a fait courir le cochon -- Je ne vais pas entrer dans les détails. Mais regardez ce qui est arrivé à 10h06 quand on a arrêté les médicaments qui le prémunissaient d'une crise cardiaque. Vous êtes tous experts en élévation ST maintenant. Vous la voyez ici ? Vous pouvez la voir sur cette image après le pic QRS, vous voyez l'élévation ST ? Ce cochon, à 10h06, était en train d'avoir une crise cardiaque. Qu'arrive-t-il après que vous ayez une crise cardiaque, ce blocage ? Votre rythme cardiaque devient irrégulier et c'est ce qui est arrivé 45 minutes plus tard. Puis, fibrillation ventriculaire, le cœur tremble au lieu de battre, ceci est juste avant la mort du cochon et puis, le cochon est mort, le signal s'est arrêté. Mais nous avions environ une heure pendant laquelle on aurait pu sauver la vie du cochon. Mais, à cause de l'Administration, on n'a pas sauvé la vie du cochon. parce qu'on est obligé de faire ceci pour sauver les humains. Mais quand il s'agit de la santé des humains, on peut sauver leur vie. Nous pouvons sauver la vie de ceux qui présentent un risque élevé de crise cardiaque."
"What is the response to acute myocardial infarction, a heart attack, today? Well, you feel some chest pain or indigestion. It's not all that bad; you decide not to do anything. Several hours pass and it gets worse, and even the man won't ignore it. Finally, you go to the emergency room. You wait as burns and other critical patients are treated, because 75 percent of the patients who go to an emergency room with chest pains don't have AMI, so you're not taken very seriously. They finally see you. It takes more time to get your electrocardiogram on your skin and diagnose it, and it's hard to do because they don't have the baseline data, which the computer we put in you gets. Finally, if you're lucky, you are treated in three or four hours after the incident, but the heart muscle has died. And that is the typical treatment in the advanced world -- not Africa -- that's the typical treatment in the advanced world today.","Quel est le symptôme d'un infarctus du myocarde, une crise cardiaque, aujourd'hui ? Vous éprouvez une douleur dans la poitrine ou une indigestion. Ce n'est pas si grave que ça, vous décidez de ne rien faire. Plusieurs heures passent et ça empire, et même un homme s'en rendra compte. Finalement, vous allez aux urgences. Vous attendez pendant que les brûlés et autres patients critiques sont traités, parce que 75 pourcents des patients qui vont aux urgences avec des douleurs de poitrine, n'ont pas d'infarctus, donc vous n'êtes pas pris très au sérieux. Finalement, ils vous examinent. Cela prend encore plus de temps de faire un électrocardiogramme et d'établir un diagnostic, et ce n'est pas facile à faire car ils n'ont pas les données de base, que l'ordinateur qu'on a mis en vous dispose. Finalement, si vous avez de la chance, vous êtes traités trois ou quatre heures après l'incident, mais le muscle cardiaque est mort. Et ça, c'est le cas typique. Dans le monde civilisé. Pas en Afrique -- C'est le cas typique dans le monde civilisé d'aujourd'hui."
"So we developed the AngelMed Guardian System and we have a device inside this patient, called the Implanted AngelMed Guardian. And when you have a blockage, the alarm goes off and it sends the alarm and the electrogram to an external device, which gets your baseline electrogram from 24 hours ago and the one that caused the alarm, so you can take it to the emergency room and show them, and say, take care of me right away. Then it goes to a network operations center, where they get your data from your patient database that's been put in at some central location, say, in the United States. Then it goes to a diagnostic center, and within one minute of your heart attack, your signal appears on the screen of a computer and the computer analyzes what your problem is. And the person who's there, the medical practitioner, calls you -- this is also a cell phone -- and says, ""Mr. Smith, you're in deep doo-doo; you have a problem. We've called the ambulance. The ambulance is on the way. It'll pick you up, and then we're going to call your doctor, tell him about it. We're going to send him the signal that we have, that says you have a heart attack, and we're going to send the signal to the hospital and we're going to have it analyzed there, and there you're going to be with your doctor and you'll be taken care of so you won't die of a heart attack."" That's the first invention that I wanted to describe. (Applause)","Alors, on a développé le Système de l'Ange Gardien Médical. et on a ce dispositif à l'intérieur du patient qu'on appelle l'Ange Gardien Implanté. Et quand vous avez un blocage, le dispositif s'active et il envoie une alarme et l'électrocardiogramme vers un équipement externe, qui récupère votre électrocardiogramme des dernières 24 heures. ainsi que celui qui a provoqué l'alarme, que vous pouvez emmener aux urgences pour leur montrer et leur dire ""occupez-vous de moi tout de suite"". Puis cela part vers le centre d'opérations, où ils récupèrent vos données personnelles qui sont dans un centre quelque part aux Etats-Unis. Ensuite cela part vers un centre de diagnostic et en moins d'une minute après l'attaque votre signal apparaît sur l'écran d'un ordinateur et l'ordinateur analyse le problème. Et la personne qui est là, un médecin généraliste, vous appelle -- avec un téléphone portable-- et vous dit, ""Mr Smith, vous êtes dans la merde, vous avez un problème. Nous avons appelé une ambulance. L'ambulance est en route. Elle va vous emmener et nous allons appeler votre médecin pour lui dire. Nous allons lui envoyer le diagramme que nous avons et qui montre que vous avez une crise cardiaque, et nous allons envoyer le diagramme à l'hôpital et nous le ferons analyser là-bas, et là, vous serez avec votre médecin et vous serez pris en charge pour que vous ne mourriez pas d'une crise cardiaque."" C'est la première invention que je voulais vous décrire. (Applaudissements)"
"And now I want to talk about something entirely different. At first I didn't think migraine headaches were a big problem because I'd never had a migraine headache, but then I spoke to some people who have three or four every week of their life, and their lives are being totally ruined by it. We have a mission statement for our company doing migraine, which is, ""Prevent or ameliorate migraine headaches by the application of a safe, controlled magnetic pulse applied, as needed, by the patient."" Now, you're probably very few physicists here. If you're a physicist you'd know there's a certain Faraday's Law, which says if I apply a magnetic pulse on salt water -- that's your brains by the way -- it'll generate electric currents, and the electric current in the brain can erase a migraine headache. That's what we have discovered.","Maintenant, je voudrais vous parler de quelque chose d'entièrement différent. Au début, je ne croyais pas que les migraines soient un gros problème. parce que je n'avais jamais eu de migraine. mais j'ai parlé à des gens qui en ont trois ou quatre par semaine, et leurs vies sont complètement dévastées par ça. Notre société à un objectif concernant la migraine qui dit ""Prévenir ou améliorer les migraines par l'utilisation d'une impulsion magnétique sûre et contrôlée appliquée, en fonction du besoin, par le patient."" Bon, il y a probablement peu de physiciens ici. Si vous êtes physiciens, vous savez ce qu'est la Loi de Faraday, qui dit que si vous appliquez une impulsion magnétique à de l'eau salée -- ce qu'est d'ailleurs votre cerveau -- elle va engendrer des courants électriques et ce courant électrique dans le cerveau va éliminer la migraine. C'est ce que nous avons découvert."
"So here's a picture of what we're doing. The patients who have a migraine preceded by an aura have a band of excited neurons -- that's shown in red -- that moves at three to five millimeters a minute towards the mid-brain. And when it hits the mid-brain, that's when the headache begins. There's this migraine that is preceded by a visual aura, and this visual aura, by the way -- and I'll show you a picture -- but it sort of begins with little dancing lights, gets bigger and bigger until it fills your whole visual field. And what we tried was this; here is a device called the Cadwell Model MES10. Weighs about 70 pounds, has a wire about an inch in diameter. And here's one of the patients who has an aura and always has a headache, bad one, after the aura. What do we do?","Voici une représentation de ce que nous faisons. Les patients qui ont une migraine précédée par une aura migraineuse ont une bande de neurones excités -- indiqués en rouge -- qui se déplace de trois à cinq millimètres par minute vers le centre du cerveau. Et quand cela touche le centre du cerveau, cela déclenche la migraine. Ceci est une migraine précédée par une aura visuelle, et cette aura visuelle --je vais vous le montrer sur une figure-- c'est comme s'ill y avait des petites lumières dansantes, qui grossiraient de plus en plus jusqu'à occuper tout votre champ visuel. Et ce que l'on a essayé, c'est un dispositif appelé le Modèle Cadwell MES10. Il pèse près de 30 kilos et a un fil d'un diamètre de trois centimètres. Et voici un patient qui a une aura et qui a toujours une migraine, forte, après l'aura. Qu'est-ce qu'on fait ?"
"This is what an aura looks like. It's sort of funny dancing lights, shown there on the left and right side. And that's a fully developed visual aura, as we see on top. In the middle, our experimentalist, the neurologist, who said, ""I'm going to move this down a little and I'm going to erase half your aura."" And, by God, the neurologist did erase it, and that's the middle picture: half of the aura erased by a short magnetic pulse. What does that mean? That means that the magnetic pulse is generating an electric current that's interfering with the erroneous electrical activity in the brain. And finally he says, ""OK, now I'm going to -- "" all of the aura get erased with an appropriately placed magnetic pulse.","Voici à quoi ressemble à une aura. C'est comme des lumières qui dansent, montrées ici à gauche et à droite. Et ceci est une aura complète comme on le voit au-dessus. Au centre, notre expérimentateur, le neurologue, qui a dit, ""Je vais descendre ceci un peu et je vais effacer la moitié de votre aura."" Et, mon Dieu, le neurologue l'a effacé, c'est l'image au centre, la moitié de l'aura effacée par une impulsion magnétique brève. Qu'est-ce que cela signifie ? Cela signifie que l'impulsion magnétique a engendré un courant électrique qui interfère avec l'activité électrique erronée du cerveau. Et finalement, il dit : ""OK, maintenant je vais --"" effacer toute l'aura avec une impulsion magnétique bien localisée."
"What is the result? We designed a magnetic depolarizer that looks like this, that you could have -- a lady, in her pocket book -- and when you get an aura you can try it and see how it works. Well, the next thing they have to show is what was on ABC News, Channel 7, last week in New York City, in the 11 o'clock news.","Quel est le résultat ? Nous avons conçu un dépolarisateur magnétique, qui ressemble à ceci, que vous pourriez posséder -- une femme, dans son livre de poche, et quand vous avez une aura, vous pouvez l'essayer et voir que ça marche. La chose suivante que je veux vous montrer était sur ABC News, Canal 7, la semaine dernière à New York, aux infos de 11 heures."
"Anchor: For anyone who suffers from migraine headaches -- and there are 30 million Americans who do -- tonight: a possible answer. Eyewitness news reporter Stacy Sager tonight, with a small and portable machine that literally zaps your migraines away. Christina Sidebottom: Well, my first reaction was that it was -- looked awfully gun-like, and it was very strange. Stacy Sager: But for Christina Sidebottom, almost anything was worth trying if it could stop a migraine. It may look silly or even frightening as you walk around with it in your purse, but researchers here in Ohio organizing clinical trials for this migraine zapper, say it is scientifically sound -- that, in fact, when the average person gets a migraine, it's caused by something similar to an electrical impulse. The zapper creates a magnetic field to counteract that. Yousef Mohammed: In other words, we're treating electricity with electricity, rather than treating electricity with the chemicals that we're using nowadays. SS: But is it safe to use everyday? Experts say the research has actually been around for more than a decade, and more long-term studies need to be done. Christina now swears by it. CS: It's been the most wonderful thing for my migraine. SS: Researchers are hoping to present their studies to the FDA this summer.","Le présentateur : Pour tous ceux qui souffrent de migraines -- et il y a 30 millions d'Américains dans le cas -- ce soir, il y a une solution. Un témoin, interrogé par Stacy Sager ce soir, avec une petite machine portable qui efface littéralement vos migraines. Christina Sidebottom : Bien, ma première réaction était que -- cela ressemblait affreusement à un revolver, et c'était très étrange. Stacy Sager : Mais pour Christina Sidebottom, cela valait la peine de tout essayer si cela pouvait arrêter une migraine. Cela peut paraître un peu bête ou même effrayant de vous promener avec ça dans votre sac, mais les chercheurs ici dans l'Ohio qui organisent les tests pour cet effaceur de migraines, disent que c'est scientifiquement sain. Qu'en réalité, quand une personne quelconque a une migraine, c'est provoqué par quelque chose de semblable à une impulsion électrique. L'effaceur créé un champ magnétique qui va contrebalancer ça. Yousef Mohammed : En d'autres mots, on traite l'électricité par l'électricité, plutôt que de traiter l'électricité par les produits chimiques que l'on utilise à l'heure actuelle. SS : Mais est-ce que c'est sans danger d'utiliser ça tous les jours ? Les experts disent que la recherche dure depuis plus d'une décennie, et que des études à plus long terme doivent être faites. Christine ne jure que par ça. CS : C'est la chose la plus merveilleuse pour mes migraines. SS : les chercheurs espèrent présenter leurs études à l'Administration cet été."
"Robert Fischell: And that is the invention to treat migraines. (Applause) You see, the problem is, 30 million Americans have migraine headaches, and we need a means to treat it, and I think that we now have it. And this is the first device that we did, and I'm going to talk about my second wish, which has something to do with this. Our conclusions from our studies so far, at three research centers, is there is a marked improvement in pain levels after using it just once. The most severe headaches responded better after we did it several times, and the unexpected finding indicates that even established headaches, not only those with aura, get treated and get diminished. And auras can be erased and the migraine, then, does not occur. And that is the migraine invention that we are talking about and that we are working on. (Applause)","Robert Fischell : Et ça, c'est l'invention pour traiter les migraines. (Applaudissements) Vous voyez, le problème est que 30 millions d'Américains ont des migraines, Et nous avons besoin d'un moyen de traitement, et je crois que nous l'avons maintenant. C'est le premier dispositif que nous avons fabriqué et je vais vous parler de mon deuxième vœu, qui a quelque chose à voir avec cela. La conclusion à ce stade de nos études, dans les trois centres de recherche, est qu'il y a une amélioration significative dans la douleur quand on l'a utilisé ne fut-ce qu'une fois. Les migraines les plus sévères répondent mieux quand on l'a utilisé plusieurs fois. et cette découverte inattendue montre que même les migraines les plus tenaces, et pas seulement celles avec des auras, sont traitées et disparaissent. Et les auras peuvent être effacées et la migraine, alors, n'apparaît pas. Voici l'invention pour traiter la migraine dont nous parlons et sur laquelle nous travaillons. (Applaudissements)"
"The third and last invention began with an idea. Epilepsy can best be treated by responsive electrical stimulation. Now, why do we use -- add on, nearly, an epileptic focus? Now, unfortunately, us technical people, unlike Mr. Bono, have to get into all these technical words. Well, ""responsive electrical stimulation"" means that we sense, at a place in your brain which is called an ""epileptic focus,"" which is where the epileptic seizure begins -- we sense there, that it's going to happen, and then we respond by applying an electrical energy at that spot, which erases the errant signal so that you don't get the clinical manifestations of the migraine headache. We use current pacemaker defibrillator technology that's used for the heart. We thought we could adapt it for the brain. The device could be implanted under the scalp to be totally hidden and avoid wire breakage, which occurs if you put it in the chest and you try to move your neck around. Form a company to develop a neuro-pacemaker for epilepsy, as well as other diseases of the brain, because all diseases of the brain are a result of some electrical malfunction in it, that causes many, if not all, of brain disorders.","La troisième et dernière invention a débuté avec une idée. L'épilepsie est traitée le mieux avec une stimulation électrique ""sensible"". pourquoi utilisons-nous -- ajoutons l'expression ""foyer épileptogène"" ? Malheureusement, nous autres, techniciens, à l'inverse de M. Bono, devons utiliser tous ces termes techniques. Bien, la stimulation électrique ""sensible"" signifie que nous détectons, à un endroit de votre cerveau qui est appelé un ""foyer épileptogène"", qui est là où se trouve l'épilepsie -- là où la crise d'épilepsie commence. On détecte là, que cela va arriver, et on réagit en appliquant de l'énergie électrique en ce point, qui efface le signal erratique de telle manière que vous n'éprouvez pas les manifestations d'une migraine. Nous utilisons la technologie de défibrillation des pacemakers actuels qui est utilisée pour le cœur. Nous pensions pouvoir l'adapter pour le cerveau. Le dispositif pourrait être implanté sous le cuir chevelu pour être totalement invisible et pour éviter les ruptures de fil, qui arrive si vous l'avez mis dans la poitrine et que vous tournez la tête dans tous les sens. Monter une société pour produire un neuro-pacemaker pour l'épilepsie, et toutes les maladies du cerveau, parce que toutes les maladies du cerveau sont le résultat d'un dysfonctionnement électrique à l'intérieur de celui-ci, qui provoque la majorité, sinon la totalité, des désordres cérébraux."
